chr1	1	0.523
chr1	2	0.576
chr1	3	0.476
chr1	4	0.498
chr1	5	0.473
chr1	6	0.489
chr1	7	0.467
chr1	8	0.458
chr1	9	0.501
chr1	10	0.489
chr1	11	0.467
chr1	12	0.482
chr1	13	0.469
chr1	14	0.491
chr1	15	0.459
chr1	16	0.474
chr1	17	0.475
chr1	18	0.44
chr1	19	0.47
chr1	20	0.455
chr1	21	0.457
chr1	22	0.445
chr1	23	0.46
chr1	24	0.445
chr1	25	0.421
chr1	26	0.396
chr1	27	0.438
chr1	28	0.462
chr1	29	0.404
chr1	30	0.412
chr1	31	0.391
chr1	32	0.403
chr1	33	0.409
chr1	34	0.384
chr1	35	0.388
chr1	36	0.369
chr1	37	0.349
chr1	38	0.365
chr1	39	0.385
chr1	40	0.373
chr1	41	0.357
chr1	42	0.366
chr1	43	0.389
chr1	44	0.386
chr1	45	0.382
chr1	46	0.392
chr1	47	0.398
chr1	48	0.413
chr1	49	0.369
chr1	50	0.361
chr1	51	0.384
chr1	52	0.349
chr1	53	0.349
chr1	54	0.356
chr1	55	0.408
chr1	56	0.441
chr1	57	0.43
chr1	58	0.404
chr1	59	0.422
chr1	60	0.393
chr1	61	0.412
chr1	62	0
chr1	63	0
chr1	64	0
chr1	65	0
chr1	66	0
chr1	67	0
chr1	68	0
chr1	69	0
chr1	70	0
chr1	71	0
chr1	72	0.406
chr1	73	0.42
chr1	74	0.418
chr1	75	0.42
chr1	76	0.447
chr1	77	0.435
chr1	78	0.47
chr1	79	0.464
chr1	80	0.4
chr1	81	0.444
chr1	82	0.394
chr1	83	0.408
chr1	84	0.41
chr1	85	0.393
chr1	86	0.388
chr1	87	0.389
chr1	88	0.406
chr1	89	0.4
chr1	90	0.403
chr1	91	0.422
chr1	92	0.415
chr1	93	0.388
chr1	94	0.362
chr1	95	0.341
chr1	96	0.34
chr1	97	0.364
chr1	98	0.343
chr1	99	0.356
chr1	100	0.366
chr1	101	0.455
chr1	102	0.46
chr1	103	0.474
chr1	104	0.424
chr1	105	0.426
chr1	106	0.415
chr1	107	0.42
chr1	108	0.389
chr1	109	0.37
chr1	110	0.382
chr1	111	0.395
chr1	112	0.422
chr1	113	0.414
chr1	114	0.445
chr1	115	0.471
chr1	116	0.435
chr1	117	0.411
chr1	118	0.428
chr1	119	0.412
chr1	120	0.375
chr1	121	0.396
chr1	122	0.401
chr1	123	0.431
chr1	124	0.415
chr1	125	0.394
chr2	1	0.454
chr2	2	0.455
chr2	3	0.393
chr2	4	0.406
chr2	5	0.443
chr2	6	0.466
chr2	7	0.385
chr2	8	0.394
chr2	9	0.407
chr2	10	0.4
chr2	11	0.423
chr2	12	0.407
chr2	13	0.433
chr2	14	0.464
chr2	15	0.431
chr2	16	0.428
chr2	17	0.401
chr2	18	0.367
chr2	19	0.394
chr2	20	0.41
chr2	21	0.369
chr2	22	0.437
chr2	23	0.413
chr2	24	0.448
chr2	25	0.393
chr2	26	0.356
chr2	27	0.367
chr2	28	0.402
chr2	29	0.368
chr2	30	0.37
chr2	31	0.416
chr2	32	0.397
chr2	33	0.422
chr2	34	0.389
chr2	35	0.407
chr2	36	0.445
chr2	37	0.425
chr2	38	0.431
chr2	39	0.358
chr2	40	0.365
chr2	41	0.374
chr2	42	0.353
chr2	43	0.425
chr2	44	0.435
chr2	45	0.41
chr2	46	0.422
chr2	47	0
chr2	48	0.443
chr2	49	0.45
chr2	50	0.421
chr2	51	0.431
chr2	52	0.404
chr2	53	0.389
chr2	54	0.418
chr2	55	0.411
chr2	56	0.438
chr2	57	0.434
chr2	58	0.397
chr2	59	0.362
chr2	60	0.418
chr2	61	0.461
chr2	62	0.403
chr2	63	0.374
chr2	64	0.405
chr2	65	0.45
chr2	66	0.446
chr2	67	0.409
chr2	68	0.414
chr2	69	0.399
chr2	70	0.374
chr2	71	0.353
chr2	72	0.357
chr2	73	0.371
chr2	74	0.357
chr2	75	0.385
chr2	76	0.384
chr2	77	0.395
chr2	78	0.359
chr2	79	0.36
chr2	80	0.395
chr2	81	0.388
chr2	82	0.362
chr2	83	0.363
chr2	84	0.36
chr2	85	0.387
chr2	86	0.398
chr2	87	0.409
chr2	88	0.402
chr2	89	0.397
chr2	90	0.388
chr2	91	0.366
chr2	92	0.37
chr2	93	0.353
chr2	94	0.357
chr2	95	0.354
chr2	96	0.381
chr2	97	0.367
chr2	98	0.342
chr2	99	0.382
chr2	100	0.381
chr2	101	0.4
chr2	102	0.411
chr2	103	0.394
chr2	104	0.405
chr2	105	0.397
chr2	106	0.366
chr2	107	0.354
chr2	108	0.365
chr2	109	0.422
chr2	110	0.459
chr2	111	0.43
chr2	112	0.397
chr2	113	0.402
chr2	114	0.381
chr2	115	0.391
chr2	116	0.419
chr2	117	0.468
chr2	118	0.444
chr2	119	0.458
chr2	120	0.472
chr2	121	0.515
chr2	122	0.497
chr3	1	0.368
chr3	2	0.386
chr3	3	0.408
chr3	4	0.377
chr3	5	0.439
chr3	6	0.463
chr3	7	0.476
chr3	8	0.445
chr3	9	0.399
chr3	10	0.374
chr3	11	0.372
chr3	12	0.383
chr3	13	0.386
chr3	14	0.388
chr3	15	0.369
chr3	16	0.391
chr3	17	0.417
chr3	18	0.372
chr3	19	0.408
chr3	20	0.432
chr3	21	0.408
chr3	22	0.436
chr3	23	0.435
chr3	24	0.453
chr3	25	0.487
chr3	26	0.464
chr3	27	0.473
chr3	28	0.421
chr3	29	0.411
chr3	30	0.419
chr3	31	0.393
chr3	32	0.397
chr3	33	0.404
chr3	34	0.401
chr3	35	0.394
chr3	36	0.396
chr3	37	0.426
chr3	38	0.39
chr3	39	0.358
chr3	40	0.356
chr3	41	0.354
chr3	42	0.346
chr3	43	0.344
chr3	44	0.357
chr3	45	0.356
chr3	46	0.367
chr3	47	0
chr3	48	0.349
chr3	49	0.359
chr3	50	0.381
chr3	51	0.388
chr3	52	0.352
chr3	53	0.359
chr3	54	0.379
chr3	55	0.378
chr3	56	0.376
chr3	57	0.397
chr3	58	0.373
chr3	59	0.368
chr3	60	0.396
chr3	61	0.391
chr3	62	0.434
chr3	63	0.436
chr3	64	0.476
chr3	65	0.474
chr3	66	0.388
chr3	67	0.411
chr3	68	0.426
chr3	69	0.401
chr3	70	0.427
chr3	71	0.417
chr3	72	0.388
chr3	73	0.353
chr3	74	0.36
chr3	75	0.386
chr3	76	0.385
chr3	77	0.376
chr3	78	0.385
chr3	79	0.388
chr3	80	0.393
chr3	81	0.374
chr3	82	0.348
chr3	83	0.346
chr3	84	0.361
chr3	85	0.377
chr3	86	0.401
chr3	87	0.371
chr3	88	0.354
chr3	89	0.386
chr3	90	0.388
chr3	91	0.38
chr3	92	0.422
chr3	93	0.439
chr3	94	0.424
chr3	95	0.383
chr3	96	0.369
chr3	97	0.408
chr3	98	0.468
chr3	99	0.438
chr3	100	0
chr4	1	0.513
chr4	2	0.504
chr4	3	0.453
chr4	4	0.507
chr4	5	0.492
chr4	6	0.408
chr4	7	0.386
chr4	8	0.396
chr4	9	0.407
chr4	10	0.37
chr4	11	0.374
chr4	12	0.379
chr4	13	0.425
chr4	14	0.389
chr4	15	0.349
chr4	16	0.353
chr4	17	0.348
chr4	18	0.346
chr4	19	0.383
chr4	20	0.415
chr4	21	0.419
chr4	22	0.375
chr4	23	0.357
chr4	24	0.366
chr4	25	0.404
chr4	26	0
chr4	27	0.406
chr4	28	0.406
chr4	29	0.406
chr4	30	0.367
chr4	31	0.35
chr4	32	0.353
chr4	33	0.345
chr4	34	0.349
chr4	35	0.369
chr4	36	0.369
chr4	37	0.372
chr4	38	0.375
chr4	39	0.403
chr4	40	0.396
chr4	41	0.363
chr4	42	0.399
chr4	43	0.389
chr4	44	0.377
chr4	45	0.395
chr4	46	0.362
chr4	47	0.35
chr4	48	0.367
chr4	49	0.36
chr4	50	0.374
chr4	51	0.377
chr4	52	0.373
chr4	53	0.361
chr4	54	0.366
chr4	55	0.388
chr4	56	0.387
chr4	57	0.375
chr4	58	0.362
chr4	59	0.342
chr4	60	0.369
chr4	61	0.372
chr4	62	0.379
chr4	63	0.369
chr4	64	0.353
chr4	65	0.388
chr4	66	0.355
chr4	67	0.351
chr4	68	0.345
chr4	69	0.345
chr4	70	0.373
chr4	71	0.406
chr4	72	0.371
chr4	73	0.378
chr4	74	0.389
chr4	75	0.387
chr4	76	0.37
chr4	77	0.409
chr4	78	0.398
chr4	79	0.365
chr4	80	0.371
chr4	81	0.364
chr4	82	0.349
chr4	83	0.374
chr4	84	0.365
chr4	85	0.373
chr4	86	0.381
chr4	87	0.36
chr4	88	0.374
chr4	89	0.364
chr4	90	0.36
chr4	91	0.36
chr4	92	0.394
chr4	93	0.432
chr4	94	0.413
chr4	95	0.395
chr4	96	0.418
chr5	1	0.527
chr5	2	0.446
chr5	3	0.41
chr5	4	0.423
chr5	5	0.395
chr5	6	0.416
chr5	7	0.369
chr5	8	0.412
chr5	9	0.414
chr5	10	0.353
chr5	11	0.354
chr5	12	0.354
chr5	13	0.35
chr5	14	0.347
chr5	15	0.348
chr5	16	0.387
chr5	17	0.409
chr5	18	0.396
chr5	19	0.395
chr5	20	0.391
chr5	21	0.38
chr5	22	0.393
chr5	23	0.361
chr5	24	0
chr5	25	0.375
chr5	26	0.357
chr5	27	0.39
chr5	28	0.408
chr5	29	0.391
chr5	30	0.378
chr5	31	0.398
chr5	32	0.373
chr5	33	0.383
chr5	34	0.392
chr5	35	0.398
chr5	36	0.4
chr5	37	0.408
chr5	38	0.396
chr5	39	0.404
chr5	40	0.41
chr5	41	0.39
chr5	42	0.364
chr5	43	0.346
chr5	44	0.367
chr5	45	0.364
chr5	46	0.363
chr5	47	0.369
chr5	48	0.382
chr5	49	0.374
chr5	50	0.363
chr5	51	0.355
chr5	52	0.361
chr5	53	0.344
chr5	54	0.371
chr5	55	0.374
chr5	56	0.384
chr5	57	0.39
chr5	58	0.389
chr5	59	0.367
chr5	60	0.374
chr5	61	0.364
chr5	62	0.385
chr5	63	0.383
chr5	64	0.39
chr5	65	0.363
chr5	66	0.408
chr5	67	0.456
chr5	68	0.438
chr5	69	0.426
chr5	70	0.454
chr5	71	0.44
chr5	72	0.398
chr5	73	0.387
chr5	74	0.385
chr5	75	0.459
chr5	76	0.422
chr5	77	0.407
chr5	78	0.402
chr5	79	0.416
chr5	80	0.419
chr5	81	0.371
chr5	82	0.369
chr5	83	0.363
chr5	84	0.404
chr5	85	0.438
chr5	86	0.439
chr5	87	0.456
chr5	88	0.446
chr5	89	0.491
chr5	90	0.48
chr5	91	0.454
chr6	1	0.436
chr6	2	0.439
chr6	3	0.425
chr6	4	0.433
chr6	5	0.379
chr6	6	0.417
chr6	7	0.409
chr6	8	0.433
chr6	9	0.418
chr6	10	0.391
chr6	11	0.409
chr6	12	0.374
chr6	13	0.402
chr6	14	0.412
chr6	15	0.415
chr6	16	0.472
chr6	17	0.467
chr6	18	0.464
chr6	19	0.458
chr6	20	0.422
chr6	21	0.463
chr6	22	0.473
chr6	23	0.422
chr6	24	0.39
chr6	25	0.359
chr6	26	0.374
chr6	27	0.41
chr6	28	0.356
chr6	29	0.379
chr6	30	0.378
chr6	31	0
chr6	32	0.358
chr6	33	0.361
chr6	34	0.345
chr6	35	0.349
chr6	36	0.376
chr6	37	0.371
chr6	38	0.385
chr6	39	0.371
chr6	40	0.366
chr6	41	0.369
chr6	42	0.375
chr6	43	0.381
chr6	44	0.389
chr6	45	0.397
chr6	46	0.401
chr6	47	0.353
chr6	48	0.346
chr6	49	0.365
chr6	50	0.373
chr6	51	0.369
chr6	52	0.342
chr6	53	0.376
chr6	54	0.41
chr6	55	0.415
chr6	56	0.409
chr6	57	0.381
chr6	58	0.368
chr6	59	0.377
chr6	60	0.386
chr6	61	0.359
chr6	62	0.364
chr6	63	0.373
chr6	64	0.371
chr6	65	0.361
chr6	66	0.387
chr6	67	0.378
chr6	68	0.395
chr6	69	0.394
chr6	70	0.408
chr6	71	0.356
chr6	72	0.381
chr6	73	0.387
chr6	74	0.372
chr6	75	0.41
chr6	76	0.435
chr6	77	0.378
chr6	78	0.401
chr6	79	0.411
chr6	80	0.442
chr6	81	0.425
chr6	82	0.398
chr6	83	0.395
chr6	84	0.45
chr6	85	0.456
chr6	86	0.465
chr7	1	0.556
chr7	2	0.477
chr7	3	0.491
chr7	4	0.433
chr7	5	0.363
chr7	6	0.361
chr7	7	0.363
chr7	8	0.354
chr7	9	0.373
chr7	10	0.363
chr7	11	0.382
chr7	12	0.408
chr7	13	0.405
chr7	14	0.415
chr7	15	0.411
chr7	16	0.424
chr7	17	0.403
chr7	18	0.396
chr7	19	0.413
chr7	20	0.397
chr7	21	0.393
chr7	22	0.41
chr7	23	0.47
chr7	24	0.42
chr7	25	0.383
chr7	26	0.42
chr7	27	0.368
chr7	28	0.41
chr7	29	0.436
chr7	30	0
chr7	31	0.367
chr7	32	0.412
chr7	33	0.425
chr7	34	0.443
chr7	35	0.42
chr7	36	0.44
chr7	37	0.489
chr7	38	0.486
chr7	39	0.409
chr7	40	0.359
chr7	41	0.358
chr7	42	0.352
chr7	43	0.345
chr7	44	0.373
chr7	45	0.36
chr7	46	0.383
chr7	47	0.374
chr7	48	0.378
chr7	49	0.41
chr7	50	0.468
chr7	51	0.507
chr7	52	0.409
chr7	53	0.419
chr7	54	0.395
chr7	55	0.363
chr7	56	0.374
chr7	57	0.368
chr7	58	0.356
chr7	59	0.383
chr7	60	0.346
chr7	61	0.367
chr7	62	0.369
chr7	63	0.355
chr7	64	0.404
chr7	65	0.448
chr7	66	0.43
chr7	67	0.407
chr7	68	0.409
chr7	69	0.384
chr7	70	0.436
chr7	71	0.42
chr7	72	0.415
chr7	73	0.371
chr7	74	0.373
chr7	75	0.449
chr7	76	0.466
chr7	77	0.429
chr7	78	0.465
chr7	79	0.472
chr7	80	0.471
chr8	1	0.471
chr8	2	0.401
chr8	3	0.38
chr8	4	0.445
chr8	5	0.424
chr8	6	0.456
chr8	7	0.399
chr8	8	0.363
chr8	9	0.38
chr8	10	0.406
chr8	11	0.452
chr8	12	0.455
chr8	13	0.4
chr8	14	0.432
chr8	15	0.424
chr8	16	0.396
chr8	17	0.397
chr8	18	0.379
chr8	19	0.422
chr8	20	0.402
chr8	21	0.431
chr8	22	0.419
chr8	23	0
chr8	24	0.435
chr8	25	0.421
chr8	26	0.361
chr8	27	0.391
chr8	28	0.403
chr8	29	0.402
chr8	30	0.389
chr8	31	0.387
chr8	32	0.381
chr8	33	0.375
chr8	34	0.402
chr8	35	0.38
chr8	36	0.396
chr8	37	0.384
chr8	38	0.393
chr8	39	0.356
chr8	40	0.349
chr8	41	0.399
chr8	42	0.361
chr8	43	0.355
chr8	44	0.387
chr8	45	0.356
