##unique reads	4780122
##Chromosome	Bin Windows(start with 1)	GC Percent	Reads Number	8287
chr1	1	0.592	0
chr1	2	0.494	0
chr1	3	0.361	0
chr1	4	0.357	0
chr1	5	0.403	0
chr1	6	0.377	0
chr1	7	0.471	0
chr1	8	0.448	0
chr1	9	0.450	0
chr1	10	0.000	0
chr1	11	0.000	0
chr1	12	0.403	0
chr1	13	0.401	0
chr1	14	0.348	0
chr1	15	0.000	0
chr1	16	0.451	0
chr1	17	0.484	0
chr1	18	0.360	0
chr1	19	0.386	0
chr1	20	0.374	0
chr1	21	0.404	0
chr1	22	0.481	0
chr1	23	0.492	0
chr1	24	0.424	0
chr1	25	0.000	0
chr1	26	0.000	0
chr1	27	0.489	0
chr1	28	0.513	0
chr1	29	0.435	0
chr1	30	0.355	0
chr1	31	0.404	0
chr1	32	0.370	0
chr1	33	0.388	0
chr1	34	0.491	0
chr1	35	0.443	0
chr1	36	0.449	0
chr1	37	0.409	0
chr1	38	0.422	3
chr1	39	0.466	0
chr1	40	0.460	2
chr1	41	0.451	4
chr1	42	0.469	14
chr1	43	0.627	40
chr1	44	0.661	32
chr1	45	0.624	37
chr1	46	0.646	37
chr1	47	0.571	26
chr1	48	0.589	28
chr1	49	0.659	20
chr1	50	0.642	27
chr1	51	0.667	21
chr1	52	0.535	24
chr1	53	0.568	24
chr1	54	0.624	33
chr1	55	0.623	26
chr1	56	0.644	32
chr1	57	0.547	20
chr1	58	0.638	35
chr1	59	0.648	40
chr1	60	0.592	30
chr1	61	0.569	29
chr1	62	0.673	18
chr1	63	0.629	23
chr1	64	0.655	41
chr1	65	0.650	24
chr1	66	0.549	22
chr1	67	0.527	26
chr1	68	0.531	14
chr1	69	0.637	25
chr1	70	0.566	8
chr1	71	0.567	8
chr1	72	0.566	15
chr1	73	0.583	4
chr1	74	0.625	20
chr1	75	0.546	28
chr1	76	0.507	14
chr1	77	0.574	17
chr1	78	0.588	17
chr1	79	0.646	16
chr1	80	0.505	4
chr1	81	0.540	26
chr1	82	0.596	1
chr1	83	0.489	4
chr1	84	0.532	4
chr1	85	0.570	23
chr1	86	0.514	20
chr1	87	0.483	30
chr1	88	0.446	31
chr1	89	0.456	21
chr1	90	0.461	20
chr1	91	0.472	25
chr1	92	0.571	24
chr1	93	0.632	39
chr1	94	0.555	34
chr1	95	0.537	45
chr1	96	0.608	31
chr1	97	0.481	25
chr1	98	0.571	33
chr1	99	0.597	47
chr1	100	0.559	37
chr1	101	0.578	45
chr1	102	0.580	53
chr1	103	0.557	23
chr1	104	0.552	30
chr1	105	0.542	21
chr1	106	0.589	40
chr1	107	0.619	30
chr1	108	0.588	26
chr1	109	0.578	24
chr1	110	0.526	31
chr1	111	0.595	33
chr1	112	0.604	36
chr1	113	0.641	38
chr1	114	0.625	37
chr1	115	0.515	37
chr1	116	0.565	26
chr1	117	0.554	41
chr1	118	0.591	32
chr1	119	0.642	42
chr1	120	0.646	36
chr1	121	0.646	52
chr1	122	0.653	38
chr1	123	0.611	34
chr1	124	0.635	35
chr1	125	0.629	22
chr1	126	0.549	24
chr1	127	0.600	45
chr1	128	0.489	27
chr1	129	0.595	24
chr1	130	0.611	5
chr1	131	0.623	0
chr1	132	0.620	1
chr1	133	0.000	0
chr1	134	0.000	0
chr1	135	0.539	7
chr1	136	0.571	35
chr1	137	0.586	44
chr1	138	0.536	51
chr1	139	0.551	37
chr1	140	0.617	60
chr1	141	0.598	44
chr1	142	0.597	47
chr1	143	0.576	38
chr1	144	0.511	52
chr1	145	0.588	36
chr1	146	0.497	45
chr1	147	0.568	43
chr1	148	0.551	47
chr1	149	0.489	38
chr1	150	0.624	41
chr1	151	0.598	46
chr1	152	0.593	41
chr1	153	0.584	44
chr1	154	0.563	58
chr1	155	0.576	29
chr1	156	0.588	41
chr1	157	0.564	46
chr1	158	0.566	48
chr1	159	0.538	44
chr1	160	0.585	35
chr1	161	0.572	39
chr1	162	0.546	45
chr1	163	0.571	57
chr1	164	0.587	55
chr1	165	0.573	53
chr1	166	0.549	43
chr1	167	0.596	45
chr1	168	0.585	35
chr1	169	0.544	48
chr1	170	0.641	51
chr1	171	0.607	32
chr1	172	0.623	37
chr1	173	0.629	39
chr1	174	0.618	55
chr1	175	0.620	46
chr1	176	0.624	41
chr1	177	0.571	27
chr1	178	0.549	28
chr1	179	0.524	32
chr1	180	0.585	37
chr1	181	0.626	33
chr1	182	0.622	49
chr1	183	0.577	30
chr1	184	0.533	27
chr1	185	0.575	36
chr1	186	0.531	16
chr1	187	0.502	23
chr1	188	0.471	39
chr1	189	0.476	18
chr1	190	0.525	32
chr1	191	0.506	31
chr1	192	0.547	36
chr1	193	0.517	17
chr1	194	0.000	0
chr1	195	0.000	0
chr1	196	0.000	0
chr1	197	0.000	0
chr1	198	0.000	0
chr1	199	0.000	0
chr1	200	0.470	6
chr1	201	0.518	34
chr1	202	0.504	41
chr1	203	0.507	33
chr1	204	0.501	48
chr1	205	0.452	38
chr1	206	0.510	34
chr1	207	0.514	41
chr1	208	0.500	40
chr1	209	0.484	45
chr1	210	0.517	55
chr1	211	0.510	43
chr1	212	0.524	62
chr1	213	0.398	16
chr1	214	0.479	40
chr1	215	0.447	36
chr1	216	0.400	22
chr1	217	0.457	39
chr1	218	0.439	31
chr1	219	0.500	42
chr1	220	0.518	37
chr1	221	0.513	37
chr1	222	0.482	30
chr1	223	0.460	35
chr1	224	0.452	57
chr1	225	0.476	42
chr1	226	0.456	34
chr1	227	0.485	42
chr1	228	0.506	53
chr1	229	0.512	45
chr1	230	0.433	35
chr1	231	0.441	42
chr1	232	0.444	34
chr1	233	0.476	36
chr1	234	0.506	33
chr1	235	0.531	56
chr1	236	0.518	37
chr1	237	0.503	44
chr1	238	0.544	43
chr1	239	0.524	23
chr1	240	0.552	47
chr1	241	0.519	37
chr1	242	0.510	40
chr1	243	0.484	40
chr1	244	0.397	48
chr1	245	0.470	45
chr1	246	0.413	29
chr1	247	0.459	29
chr1	248	0.438	38
chr1	249	0.461	41
chr1	250	0.464	43
chr1	251	0.444	41
chr1	252	0.500	39
chr1	253	0.425	34
chr1	254	0.454	36
chr1	255	0.402	37
chr1	256	0.410	12
chr1	257	0.370	31
chr1	258	0.409	23
chr1	259	0.418	30
chr1	260	0.445	39
chr1	261	0.462	37
chr1	262	0.451	33
chr1	263	0.423	33
chr1	264	0.396	28
chr1	265	0.423	49
chr1	266	0.462	34
chr1	267	0.496	43
chr1	268	0.494	41
chr1	269	0.456	38
chr1	270	0.442	40
chr1	271	0.456	52
chr1	272	0.479	37
chr1	273	0.481	31
chr1	274	0.499	52
chr1	275	0.488	39
chr1	276	0.490	46
chr1	277	0.489	37
chr1	278	0.500	45
chr1	279	0.510	39
chr1	280	0.468	37
chr1	281	0.385	35
chr1	282	0.463	50
chr1	283	0.464	44
chr1	284	0.430	33
chr1	285	0.450	43
chr1	286	0.491	31
chr1	287	0.492	54
chr1	288	0.490	40
chr1	289	0.509	32
chr1	290	0.497	40
chr1	291	0.557	46
chr1	292	0.492	31
chr1	293	0.499	30
chr1	294	0.484	34
chr1	295	0.531	39
chr1	296	0.568	43
chr1	297	0.550	51
chr1	298	0.528	39
chr1	299	0.495	50
chr1	300	0.447	30
chr1	301	0.478	39
chr1	302	0.513	41
chr1	303	0.531	30
chr1	304	0.566	30
chr1	305	0.528	41
chr1	306	0.554	57
chr1	307	0.547	42
chr1	308	0.581	46
chr1	309	0.540	26
chr1	310	0.568	49
chr1	311	0.573	36
chr1	312	0.590	32
chr1	313	0.491	18
chr1	314	0.563	29
chr1	315	0.505	22
chr1	316	0.603	37
chr1	317	0.606	56
chr1	318	0.542	26
chr1	319	0.530	29
chr1	320	0.543	30
chr1	321	0.562	38
chr1	322	0.504	22
chr1	323	0.514	31
chr1	324	0.508	28
chr1	325	0.586	25
chr1	326	0.615	16
chr1	327	0.602	27
chr1	328	0.593	36
chr1	329	0.574	33
chr1	330	0.472	31
chr1	331	0.495	22
chr1	332	0.528	24
chr1	333	0.567	46
chr1	334	0.538	23
chr1	335	0.541	35
chr1	336	0.487	37
chr1	337	0.454	30
chr1	338	0.429	30
chr1	339	0.486	26
