chr1	860001	860001	1	4.13688828169043	1.16348218844644	1900000
chr1	3080001	6320001	3	-3.75469577146984	-1.93230254383177	4780000
chr1	8040001	22020001	8	-1.64387783596206	-1.39295567675419	14280000
chr1	23740001	31860001	5	0.367734178795821	0.199091830502623	9840000
chr1	33880001	53920001	12	-1.8508777487284	-1.90562368309357	21500000
chr1	55620001	57240001	2	-1.17518980693104	-0.523703626221849	3100000
chr1	58720001	61960001	3	-0.238082570142241	-0.160131250475107	5060000
chr1	63780001	94500001	18	0.0988210608875551	0.0818336495972748	31900000
chr1	96200001	96200001	1	-0.270653322408128	-0.11889826081121	1780000
chr1	97980001	115160001	10	-0.816954318430847	-0.791805758089017	18200000
chr1	116860001	147320001	4	1.22912270500327	0.675078676172983	7460000
chr1	151940001	165300001	8	-1.09325848634749	-0.939831817615418	14740000
chr1	167040001	203600001	21	-0.0789306447779665	-0.14539006527399	37860000
chr1	205320001	223260001	11	-0.933917185667879	-0.941359583975861	19080000
chr1	225300001	237960001	8	-0.118873834416972	-0.137976717395273	14180000
chr1	239680001	245620001	4	1.1653340218987	0.637959861448181	8660000
chr2	40001	141940001	74	-0.123193238145621	-0.359235069966947	129600000
chr2	143660001	150620001	5	-0.0096110371925332	-0.0504137217420532	8620000
chr2	152420001	192040001	23	1.13203820935741	1.57081038965816	41180000
chr2	193740001	205060001	7	0.358808741207305	0.238345835059685	12860000
chr2	206640001	206640001	1	-0.0490640802993066	-0.0586151339379258	1780000
chr2	208440001	240060001	19	-0.464923221056725	-0.646803491104012	34360000
chr3	120001	12260001	8	-1.2049753517343	-1.14059882164747	13720000
chr3	13940001	38780001	15	0.0599606563653551	0.0409693682345622	26460000
chr3	40560001	65380001	15	0.0840003747325618	0.0711885921500792	26460000
chr3	67200001	85380001	11	0.808585517877772	0.836019076181687	19460000
chr3	87220001	105060001	5	0.140887671018663	0.0678462867865493	9220000
chr3	106860001	112240001	4	0.0902976271264705	0.0242113775569429	7220000
chr3	114080001	139320001	15	-0.685759858728749	-0.896441581419667	26220000
chr3	140900001	157380001	10	1.28543325493904	1.28493893727078	18240000
chr3	159200001	186980001	16	0.297450634482767	0.351769729935433	29280000
chr3	188640001	193840001	4	-0.594261917483988	-0.420163529687756	8920000
chr4	60001	9940001	6	-0.820229447990282	-0.757791079762744	10160000
chr4	11560001	23700001	8	0.142493526554141	0.110522878188075	13760000
chr4	25340001	69200001	22	0.54416641505386	0.884221284785905	41140000
chr4	71780001	71780001	1	0.183197953446031	0.0313887521403999	1900000
chr4	73680001	114520001	23	-0.173445060986294	-0.333986065889476	42360000
chr4	116320001	127680001	7	0.395172069828518	0.341802383673474	12980000
chr4	129660001	150620001	12	1.14190720439113	1.38937458281812	22080000
chr4	152480001	188740001	21	0.178880404253382	0.260523035577907	38180000
chr5	40001	17200001	11	-0.571367523489508	-0.755897982056758	18680000
chr5	19220001	23560001	3	2.01000249655258	1.28837507504538	5700000
chr5	25520001	27420001	2	0.321156208108725	0.137332116025732	3820000
chr5	29340001	56480001	13	-0.632166306703042	-0.902018263664834	23740000
chr5	58200001	67120001	6	0.749401995742108	0.662605513989178	10800000
chr5	70940001	92720001	13	-0.630397275053346	-0.899593041489587	23400000
chr5	94540001	106020001	7	1.30913283300346	1.2816121328048	12920000
chr5	107720001	118560001	7	0.559452941158516	0.527442339372275	12660000
chr5	120420001	133120001	8	-0.626747635918579	-0.709395442510516	14500000
chr5	134920001	136500001	2	0.051289246156071	-0.00778176900463583	3420000
chr5	138340001	173180001	21	0.0606051980113331	0.0702387480588293	36300000
chr5	174820001	177000001	2	1.57598644416751	0.812084183824273	5140000
chr6	180001	22900001	14	-0.247971672146711	-0.393820545612824	24460000
chr6	24660001	30940001	4	2.15340340177204	1.51176075847982	8100000
chr6	33520001	37300001	3	-0.547568439786862	-0.401316475548622	5460000
chr6	38980001	49060001	7	-2.03767747449923	-2.01863409162108	11860000
chr6	50860001	67200001	7	-0.104572100630105	-0.156778948796097	12680000
chr6	69200001	84380001	9	-0.016707031940245	-0.0743069151149381	16960000
chr6	86220001	110420001	14	0.634279235455096	0.807883358797921	25880000
chr6	112340001	119640001	5	0.0697939288746284	0.000751353979051511	9100000
chr6	121500001	130340001	6	-0.0609804644973158	-0.110437212339399	10600000
chr6	132120001	149880001	11	-0.820384911282293	-1.04656313592733	19660000
chr6	151820001	155500001	3	0.300915303812406	0.133673314516968	5340000
chr6	157160001	167920001	7	1.07939261595356	0.983547298439227	13320000
chr7	60001	8560001	5	-0.740457883462391	-0.723192405011216	9540000
chr7	10380001	42420001	19	0.113768842262149	0.153588788241371	32920000
chr7	44260001	63460001	8	1.12115667783606	1.2437285895199	15720000
chr7	67240001	83060001	8	0.0554487405540642	0.0154167570562874	15040000
chr7	84880001	95840001	7	-1.06702325457481	-1.19889086174723	12820000
chr7	97900001	135680001	21	0.137486668891842	0.208249008656967	38400000
chr7	137440001	155940001	10	0.670179857798228	0.815116052408377	19840000
chr8	200001	5420001	4	0.540008729981551	0.428460808232207	6800000
chr8	8340001	8340001	1	-0.66151386417256	-0.289696438834045	1740000
chr8	10100001	24400001	9	-1.3034516045059	-1.62942466536812	15300000
chr8	26120001	27820001	2	-0.373568238346387	-0.234765059439705	3460000
chr8	29580001	33120001	3	-0.224628400276849	-0.17734754725873	5400000
chr8	34980001	36740001	2	-0.167538307322245	-0.114612349044186	3560000
chr8	38540001	55000001	7	0.830353044019253	0.88903408447852	13040000
chr8	56780001	65600001	6	0.0905040668014727	0.0745108384785035	10600000
chr8	67400001	69260001	2	-0.391919545501511	-0.245467190353541	3700000
chr8	71100001	96940001	15	-0.448285299369728	-0.73286659744683	27240000
chr8	98640001	109340001	7	-0.481606817811659	-0.542355410161997	12440000
chr8	111080001	143280001	20	-0.956581602001022	-1.78101566028861	34840000
chr9	220001	5520001	4	0.611711535281053	0.460308584120476	7220000
chr9	7460001	7460001	1	-0.17288953481412	-0.119555454657027	1660000
chr9	9120001	72800001	18	-0.459672677682583	-0.857651995470596	32740000
chr9	74560001	76380001	2	-0.062431413195254	-0.0844233186290892	3620000
chr9	78180001	81660001	3	1.58420147395267	1.09174312388352	5200000
chr9	83380001	98380001	9	-0.326770432460442	-0.454863495590251	16040000
chr9	100500001	100500001	1	-0.358450987071308	-0.196615858418317	1620000
chr9	102120001	121160001	12	-1.08793645344732	-1.61284153885138	20600000
chr9	122780001	129840001	5	0.968091783841888	0.851212224721551	9100000
chr9	131880001	137560001	4	-1.11323020124841	-0.97236727678439	8840000
chr10	140001	14000001	9	-0.40699128672277	-0.535114725592441	15540000
chr10	15800001	25400001	6	-1.46147041277738	-1.44063600210338	11020000
chr10	27320001	27320001	1	-0.775429777355209	-0.364080528735205	1940000
chr10	29300001	36780001	5	0.446538846243493	0.316887222569972	9760000
chr10	44040001	52280001	4	-1.35035312345402	-1.10315019075165	6520000
chr10	54100001	55960001	2	0.845243368124874	0.392458592978162	3760000
chr10	57920001	65020001	5	1.45240114578224	1.1802946996421	8860000
chr10	66860001	68720001	2	-0.543432107285316	-0.361431499559265	3960000
chr10	70860001	72540001	2	-2.47395325083055	-1.40948109021174	3280000
chr10	74140001	76340001	2	0.806157564038677	0.371239524173956	3820000
chr10	78040001	78040001	1	-3.964223009895	-1.58818541646641	1520000
chr10	79560001	83300001	3	-1.16052431989952	-0.838037268900299	5120000
chr10	85060001	85060001	1	-0.0365834340147302	-0.0804542932878043	1800000
chr10	86860001	96140001	6	0.461167290697631	0.367226314115529	10840000
chr10	98200001	98200001	1	-0.273584892354895	-0.171433739867522	1780000
chr10	99980001	101820001	2	-1.83386914695826	-1.06198948915391	3660000
chr10	103640001	105700001	2	1.85240536477645	0.93923101338946	3660000
